scorer,,,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab,PortuguesLab
labeled-data,df1s3_v2,img3154.png,276.8412767384558,355.5385956669544,318.1126289782469,335.1003901319382,351.09021665310394,335.791537179016
labeled-data,df1s3_v2,img3201.png,262.66735611797276,319.5870213585781,293.07782618939774,355.51552027360844,322.5073133552929,363.7312521074208
labeled-data,df1s3_v3,img0000.png,46.778791309065255,177.22187719356015,78.78335860197626,212.85257772655467,57.49953306235564,239.33911617586034
labeled-data,df1s3_v3,img0564.png,138.90624261603472,99.6680600153424,92.98477660327751,78.12624871160517,57.76971980135976,57.6163804643344
labeled-data,df1s3_v3,img0611.png,141.12573674423112,114.62402028773906,116.77952463426328,85.32830351805248,83.87200716694412,68.87454478439291
labeled-data,df1s3_v3,img0709.png,91.41937631678768,176.33722489834776,135.28969625434613,154.55653788709515,149.81015426184786,122.42616272155936
labeled-data,df1s3_v3,img0931.png,47.81516351927519,87.77899310164143,65.70854651689415,124.40978659676703,47.77694340607273,158.3970222620557
labeled-data,df1s3_v3,img1059.png,101.22314987290056,85.02923113224321,92.7510247796883,44.120969967875496,57.047069029722415,61.91243266362122
labeled-data,df1s3_v3,img1300.png,147.2242056882663,56.99842493403927,105.15341608065708,80.68534009126464,73.33517183960808,96.59446221178914
labeled-data,df1s3_v3,img1343.png,165.9629980817409,54.6664247269911,132.05220264285714,70.44177645130699,103.60688339192535,78.63999073323492
labeled-data,df1s3_v3,img1556.png,112.30481660732241,110.60219575614579,159.06470753610427,112.68041313075832,185.4580681936834,82.44235033014606
labeled-data,df1s3_v3,img1632.png,90.5368496172459,83.12010462768592,120.44249569345507,118.69506749559352,151.198539288419,135.84475079048124
labeled-data,df1s3_v3,img1932.png,89.59809555741685,126.38216738867443,62.676803320433194,84.44355567255701,41.982204526017185,56.423435181002574
labeled-data,df1s3_v3,img1946.png,73.67474480537417,137.78311568163844,80.5543651818172,92.5496117065255,49.424082978412486,85.4980008206714
labeled-data,df1s3_v3,img1998.png,47.707966054896765,139.59645302748203,93.25360095449642,141.2781380083903,81.76208691828973,105.82261299424043
labeled-data,df1s3_v3,img2077.png,47.558344264863585,105.02766648972352,64.42774672959993,146.64936976720384,92.64852281546726,171.24401261298766
labeled-data,df1s3_v3,img2281.png,46.14080565256873,118.78224120378948,61.44796099015447,71.30171307331521,92.91266918408071,63.64813540452235
labeled-data,df1s3_v3,img2370.png,60.280230630255616,189.46943284405305,63.157886653457595,132.80174500253713,47.44145760366219,101.14752874731536
labeled-data,df1s3_v3,img2406.png,94.75887582727846,179.13734186689024,49.358158856904765,186.77180947908187,58.45454579909055,161.51309216640527
labeled-data,df1s3_v3,img2655.png,69.34133045480101,132.94879688808356,82.59415470775446,182.14763760795182,52.82068652303714,199.75755476598587
labeled-data,df1s3_v3,img2887.png,46.939579742172356,85.36870536271691,88.57402305738682,75.68627668476006,124.03591809040381,88.87858575847626
labeled-data,df1s3_v3,img3467.png,75.44899053980907,135.892971833305,109.4601137758493,93.96391514548822,116.65823509564618,54.914106985590166
labeled-data,df1s3_v4,img0072.png,204.20847829183558,187.34992054136336,193.65017201965566,239.106323836363,200.2749916414156,275.54283175604274
labeled-data,df1s3_v4,img0135.png,210.08500901039676,146.2955470692321,201.33578809646667,198.57747692076555,192.15977591844242,236.561899425145
labeled-data,df1s3_v4,img0229.png,157.2600346523188,125.58801713651592,206.94618181551846,131.85611570171957,211.37971494700398,166.5599784895544
labeled-data,df1s3_v4,img0484.png,167.98635853276764,286.39791720723974,150.52932182754347,231.0169731768734,135.8814634427002,200.71797843562223
labeled-data,df1s3_v4,img0521.png,160.6846889731508,309.1788882811895,158.68768805832224,265.0633226172485,144.16404504138694,232.56667136685587
labeled-data,df1s3_v4,img0846.png,172.24749665864402,129.72940527771016,178.43915499744276,171.00712753636833,207.8495321067367,207.9850870597496
labeled-data,df1s3_v4,img1065.png,310.61723381968227,129.3296392827494,220.46088271313627,118.07445150129526,,
labeled-data,df1s3_v4,img1274.png,265.8346963135525,91.81361972662344,233.80305644045637,124.41219127888938,267.9606901104394,143.68786837066403
labeled-data,df1s3_v4,img1327.png,282.277616858236,64.29937428339795,256.7720613144602,103.13737931596566,221.55700451254245,123.28097147837951
labeled-data,df1s3_v4,img1459.png,207.33004711497202,76.51447468776308,249.4103917508819,49.454634540420486,286.789662462889,42.2310331451553
labeled-data,df1s3_v4,img1673.png,283.57546109432974,43.09247214550167,232.25169543103698,50.46011733804248,192.66621193891092,45.465103648184304
labeled-data,df1s3_v4,img1965.png,318.4158673563952,260.5156068975707,305.2920359855001,212.91723341805547,289.81766765265354,174.3292516260205
labeled-data,df1s3_v4,img2174.png,201.85951313203967,412.52788983602187,234.59185508051422,376.3716627464935,265.9546429725672,361.8543897484253
labeled-data,df1s3_v4,img2373.png,154.09256426947852,215.4357000023902,167.41227372053626,263.22995156206804,171.13395724362596,304.16847031605437
labeled-data,df1s3_v4,img2685.png,256.94174348828426,125.57903540991333,247.84535654609846,76.75284079376907,210.7909567963123,77.82300396343798
labeled-data,df1s3_v4,img2723.png,256.9099682416705,150.17049324626365,259.49619590170374,97.15282621558279,238.99110516858326,66.4875553894747
labeled-data,df1s3_v4,img2936.png,248.03669797844913,310.4703618313478,276.2240314652643,266.99498306354815,259.0249805241567,240.2409038218252
labeled-data,df1s3_v4,img2996.png,207.46244875337666,353.3600492144142,234.49521632053415,313.50602617254765,271.414253169395,295.5871630994604
labeled-data,df1s3_v4,img3192.png,132.2060238678284,358.6567039773414,138.281429362303,406.04486683424307,142.44742170137127,425.4861644165617
labeled-data,df1s3_v4,img3415.png,108.08853684031126,196.5130812063233,115.23569800917153,247.38405187879926,104.9353775011082,284.38112145878176
labeled-data,df1s3_v5,img0045.png,59.168958543828055,334.5868710609689,88.86120898799015,380.1149884086841,103.61735769357372,415.3857828756888
labeled-data,df1s3_v5,img0090.png,50.332355701710284,307.43090732892216,69.22742416617707,346.6606685218151,83.98357287176066,376.71282503196704
labeled-data,df1s3_v5,img0231.png,65.03822425587128,192.85334611671593,70.3555975051637,244.5078291098423,58.708018006713644,280.9698171049904
labeled-data,df1s3_v5,img0344.png,54.91768598467206,86.01376532329145,55.280777060095446,134.84951496773633,65.62887270966183,160.81052686050816
labeled-data,df1s3_v5,img0416.png,94.20110542961802,49.09791348386416,56.657806731783666,78.76627635727473,50.431113289216015,115.3938848429668
labeled-data,df1s3_v5,img0706.png,299.3777259886579,46.47435944606052,253.67517372415267,52.13750179187964,230.22777734497177,78.8635595291664
labeled-data,df1s3_v5,img0871.png,243.2472551715606,128.90469486003684,292.88721969797393,128.4396834827402,304.3962512860651,93.68008302981846
labeled-data,df1s3_v5,img0962.png,189.34943039681903,126.69868640211541,237.81382417232254,132.38643921684442,276.79862992327764,147.3167903555081
labeled-data,df1s3_v5,img1028.png,152.07473458733313,86.65503512264009,187.48566946941347,124.50250222137734,221.92199146483105,142.69527610574892
labeled-data,df1s3_v5,img1390.png,44.166489569304346,264.5191956056229,48.04583105935416,215.75033115928227,52.479364190839675,179.35841337167204
labeled-data,df1s3_v5,img1597.png,53.41311977648898,287.0361453225794,47.42211703200316,330.42552883567356,56.499393917587724,369.82091051911056
labeled-data,df1s3_v5,img1726.png,45.09040705893966,175.56995612580832,53.78548281249958,226.49825696808796,57.097892623379536,267.69635399090765
labeled-data,df1s3_v5,img1932.png,117.68300471461595,87.59724053831661,73.69006191386626,80.04080565724666,56.610448826516375,114.61408305830643
labeled-data,df1s3_v5,img2032.png,188.75552397178936,91.9873779162701,138.86872121427677,110.99710672034428,124.69383673031396,85.06475991247432
labeled-data,df1s3_v5,img2233.png,146.9007011467976,50.78608625410693,189.3947774645327,43.90609294552124,220.96180558627876,56.755492213026855
labeled-data,df1s3_v5,img2315.png,73.59263645655612,38.06938834396381,118.93920826655963,43.93776822525838,141.34574963150254,76.48060211243737
labeled-data,df1s3_v5,img2584.png,33.19881960839823,147.84604151157293,60.77463128397405,170.9437299235937,88.11475226146803,156.6844426896421
labeled-data,df1s3_v5,img3082.png,138.86460259895296,188.73528816962246,180.76658670658466,160.98748598463555,212.9988821739937,136.74319417654095
labeled-data,df1s3_v5,img3210.png,62.93245606513971,269.1738798671261,88.57496701455767,230.40116752794594,110.04670811075707,201.8236703855223
labeled-data,df1s3_v5,img3378.png,101.62045989342553,350.42566817320085,67.44212366212452,322.33388496939176,66.5057308886642,286.5948941156569
labeled-data,df1s3_v6,img0109.png,60.834603419102876,77.53398028239154,99.82708140919722,97.75719768064386,138.29084783332416,116.12992459801033
labeled-data,df1s3_v6,img0259.png,120.6939314856717,68.68298239201272,79.65189992509532,46.37517631950946,63.51664213478957,83.19388537121387
labeled-data,df1s3_v6,img0357.png,178.0177587412029,106.08645917571474,142.56860374592003,88.9638484610121,124.37582986154848,56.32387178611019
labeled-data,df1s3_v6,img0425.png,217.94613334832275,88.85794604361402,179.05065448452203,109.23176830560487,139.4606134981534,119.302919082839
labeled-data,df1s3_v6,img0541.png,294.0846196218053,86.10843212049492,248.51332319148608,77.86119053913785,214.57275206820887,100.27677022180067
labeled-data,df1s3_v6,img0808.png,174.4462874292701,40.69475976993525,217.14770890471993,63.28603168202338,242.48127393908467,80.0009611892331
labeled-data,df1s3_v6,img1159.png,60.85391532567695,243.79253969125836,32.28438070683714,191.0010083303587,20.069869529217215,158.08393583473895
labeled-data,df1s3_v6,img1246.png,87.6135098093602,290.35793498624116,63.01886696357637,240.95843867205997,34.00980104290822,203.1205266016233
labeled-data,df1s3_v6,img1666.png,280.76979596853795,369.20289128862674,264.97374168290406,326.84863584143255,238.4155405213438,296.29802535493184
labeled-data,df1s3_v6,img1839.png,203.98621379920053,372.8667528839984,244.0192432259471,395.07086483380596,282.411574725368,384.5703980989216
labeled-data,df1s3_v6,img2005.png,124.09059833235885,341.74296618129017,158.3374122664809,369.49236087099376,202.46571796815596,365.4314738432323
labeled-data,df1s3_v6,img2215.png,164.09699381803046,325.6975256570102,152.72651014029825,279.26805063960364,115.36634948489237,277.50833292757363
labeled-data,df1s3_v6,img2340.png,179.4694390621205,400.8487150439911,146.44726125519398,363.85164546400864,164.181393781136,336.33316395823647
labeled-data,df1s3_v6,img2552.png,233.27290405584654,231.75138857710593,227.49211193397431,281.6588938959365,235.97060704605366,315.76556741498285
labeled-data,df1s3_v6,img2582.png,251.2509119578623,213.94967015098416,220.95510222604463,253.66673778720852,220.77037167889938,289.8739250276735
labeled-data,df1s3_v6,img2813.png,210.40151136033103,412.95296119502194,238.66528507355116,369.17182152160257,254.18265103375043,334.4424786582994
labeled-data,df1s3_v6,img3138.png,348.9318404671801,207.88649509273432,337.0167201763128,259.0393391000784,325.5124661023719,296.42816484038616
labeled-data,df1s3_v6,img3234.png,311.8156598950329,155.80681334023058,347.7377887911962,196.32172583955628,358.56363585579334,226.66690321759376
labeled-data,df1s3_v6,img3323.png,244.39126796058636,131.9045119200622,288.3443981434168,152.67236593144958,324.93537902062315,165.85830498629872
labeled-data,df1s3_v6,img3373.png,183.53017480193392,85.37219294804659,222.56883542881462,122.4425177450005,242.4162217139094,152.787695123038
labeled-data,df1s3_v7,img0061.png,251.75198958573188,123.57493192404796,287.90184665639316,159.88403946638616,321.3444457085468,184.2493616329552
labeled-data,df1s3_v7,img0307.png,90.30852186472208,33.97956550549861,105.46279674949798,81.05718994263025,133.16282379298175,59.567931294546405
labeled-data,df1s3_v7,img0672.png,30.14660834693882,333.06303514758673,38.77479890239445,286.42971952643364,23.57274887611547,250.47892554536853
labeled-data,df1s3_v7,img1096.png,149.06797181798558,81.96899444326365,102.18463295629972,108.04785168507641,61.308221886267404,118.15707162712741
labeled-data,df1s3_v7,img1459.png,150.29580410214763,374.7944779250996,143.56906417851445,317.92294947983726,137.65768666986713,288.7737431440935
labeled-data,df1s3_v7,img1659.png,96.32649646346962,259.076428534932,82.1356869323391,310.75639160352677,71.54553056582378,346.33931699501824
labeled-data,df1s3_v7,img1880.png,122.75050800195456,192.6016348211834,163.93904999647364,160.52858982545132,184.02690449380057,131.15643282935986
labeled-data,df1s3_v7,img1979.png,37.44362235120443,177.22852072563416,83.77328582348753,182.48240008847037,120.43103501418574,190.72143818019083
labeled-data,df1s3_v7,img2100.png,61.67856522817098,333.1793516920996,40.64476292908313,284.23531172691435,31.745846571776724,244.7969324161246
labeled-data,df1s3_v7,img2397.png,204.71877373513206,394.23572773227676,161.62559609935698,418.3940242856658,127.02046860396185,434.45602685900013
labeled-data,df1s3_v7,img2691.png,304.03113454464193,350.85604257290777,320.15683730664705,400.78743546248984,296.64828267769985,427.4045592985706
labeled-data,df1s3_v7,img2798.png,276.3923349281299,305.423698458859,313.1346037534293,344.6263870715669,291.48290962423505,373.65934056298653
labeled-data,df1s3_v7,img2895.png,236.27974286729432,286.8783599552418,270.57910945706976,312.53201843767715,295.9493020999202,339.03607443886733
labeled-data,df1s3_v7,img2950.png,194.63226069927236,290.8342572320627,240.34210495456574,290.3748618124115,283.0658789821264,298.1845839464818
labeled-data,df1s3_v7,img2984.png,165.85427061845587,316.0463259965493,206.82145445734406,292.9948202213148,248.3858275650207,282.36485123688027
labeled-data,df1s3_v7,img3065.png,136.09316146471923,329.0229143813319,179.71186565702814,310.2536537894899,205.8830881724135,281.967585010235
labeled-data,df1s3_v7,img3149.png,96.66115296904889,284.9200091298893,125.96323975760254,324.33131586049393,163.9094421487795,329.1661601806053
labeled-data,df1s3_v7,img3267.png,77.56743904934791,210.66184861293112,83.44696646365986,261.99464565327014,95.43215696206502,300.2115738462978
labeled-data,df1s3_v7,img3408.png,65.31108600467341,116.59858281110834,70.30518079646168,168.67985706832891,79.75828879520377,194.89885472521735
labeled-data,df1s3_v7,img3612.png,114.91289929371331,264.46984388445014,99.02607223922358,214.0384045138025,107.70840795504935,181.15636712195166
labeled-data,df1s3_v8,img0034.png,383.6686471120752,374.96335497336196,333.11600947462546,369.6420246957357,295.739999191298,359.12606248042664
labeled-data,df1s3_v8,img0112.png,321.84668260984273,310.63537608659067,368.7050154142641,317.2966096715329,403.3893695979289,324.4172386761264
labeled-data,df1s3_v8,img0258.png,176.0833488355098,377.7498163283856,218.9790558864055,342.8038928236018,242.00030407202138,319.28578316635407
labeled-data,df1s3_v8,img0567.png,227.2079258841312,376.36096111479674,186.14041424808653,404.4527443186058,155.23945272389656,427.05994127786164
labeled-data,df1s3_v8,img0749.png,242.86528973023405,211.83525386338817,257.3379725962327,261.36852057377797,277.7220329708787,294.59453898445094
labeled-data,df1s3_v8,img0851.png,171.21353510244901,148.84852323077916,204.6115440225331,187.01767628230382,237.15756291914565,213.0885710005327
labeled-data,df1s3_v8,img0907.png,184.85165233533473,98.24464744939975,169.37250648833793,147.9069070418479,173.67226922361476,181.01508010347996
labeled-data,df1s3_v8,img1041.png,303.94393372617395,78.16990521604697,255.76757358680095,67.10066319968972,216.8994396884556,62.06918955589097
labeled-data,df1s3_v8,img1186.png,321.9446468018808,214.74133609578448,342.08664645957793,170.3964497526288,326.00553382964233,144.89407921828652
labeled-data,df1s3_v8,img1305.png,253.0622013426401,281.37475920437055,293.320720582566,255.58414531629305,333.9566634403662,238.34846676669977
labeled-data,df1s3_v8,img1541.png,229.22937771825497,376.79972801436105,176.122530423435,358.8744949224067,148.56582880446038,338.0063131138629
labeled-data,df1s3_v8,img1784.png,321.0224074140908,280.4794371275557,310.932297528641,325.6747209894661,307.9893488120515,367.71684551217345
labeled-data,df1s3_v8,img1805.png,300.20651589604824,246.79686353963208,315.5025237006166,294.4844172832864,330.07871937320533,327.77572838734693
labeled-data,df1s3_v8,img1898.png,266.75425073839006,150.35242098510733,280.58833921296423,201.1405814123113,298.5916050360403,233.3569518325526
labeled-data,df1s3_v8,img1934.png,201.55200962813362,119.48356435600743,245.42869958455915,145.43502122047863,279.13883942913003,158.2769792565056
labeled-data,df1s3_v8,img2023.png,155.82908237279457,57.440249442659734,185.44967010470208,84.19432868438263,169.36537246533294,121.45893905678236
labeled-data,df1s3_v8,img2179.png,130.29755108645736,132.70799424986092,113.67180184338672,79.96423803046439,84.43341524350386,69.83590803181215
labeled-data,df1s3_v8,img2317.png,88.94226429306423,268.28581961181976,118.03891797315464,222.61756184902885,126.13202694377583,195.44783887622918
labeled-data,df1s3_v8,img3448.png,68.88107748159814,254.46179576705555,43.655802767973725,296.31281972375064,18.048326922324677,341.41255330265494
labeled-data,df1s3_v8,img3542.png,103.81050423002088,193.65214648264737,73.76949525288634,238.29642371255568,50.404266048448335,266.2512515107226
labeled-data,df1s3_v9,img0207.png,140.4266178075735,44.57132629049697,189.66213960892003,54.48843376233218,214.51324421481294,77.23944502124823
labeled-data,df1s3_v9,img0234.png,112.7709995597153,41.35639770461127,158.730685685675,45.245294222961704,194.67351714315635,63.275632626222816
labeled-data,df1s3_v9,img0342.png,68.11775334324217,38.90451374248473,71.67381637578784,77.77596137410461,93.99117747659169,51.53466865118141
labeled-data,df1s3_v9,img0607.png,300.91409241616293,41.6667768739096,340.7107852882257,57.63959918310488,310.5248583818651,89.31451799964465
labeled-data,df1s3_v9,img0694.png,199.88181044257814,43.99321704379179,248.45649557875188,46.04773544834295,292.62864127660174,50.89052883049924
labeled-data,df1s3_v9,img0882.png,51.638057883386736,117.14331497452648,54.905877562197176,67.76292871694653,79.41452515327545,49.245283870354044
labeled-data,df1s3_v9,img0969.png,45.35031338374469,181.69144870678616,60.625618626995035,140.20510833023124,61.667116711762105,102.53759426448889
labeled-data,df1s3_v9,img1198.png,60.38774380869414,304.37775728593215,76.50389154239866,258.48177134864324,50.22756371570652,238.161411162668
labeled-data,df1s3_v9,img1430.png,96.2087617935065,379.59040142993314,93.7563045296819,417.8264396795621,58.530100194746744,416.93463703817133
labeled-data,df1s3_v9,img1707.png,65.88606739706039,248.1742527192601,69.57749333053144,296.3570754298296,90.17176432779097,327.6370530766106
labeled-data,df1s3_v9,img1731.png,56.65118430091893,235.10332435505606,72.36920585543113,279.7874142028836,68.77651521439977,315.93886377826163
labeled-data,df1s3_v9,img1842.png,47.794971355718886,172.576222433801,75.64787885201254,209.18790587232536,72.66989503165411,241.06985030204513
labeled-data,df1s3_v9,img1942.png,50.15528271349562,95.83926462500287,56.75143725035373,135.4161918461515,55.53635615145882,160.75931190881687
labeled-data,df1s3_v9,img2131.png,82.65281501712286,94.31815189468638,114.20351846575466,133.14978690838706,111.16979698030929,171.9814219220877
labeled-data,df1s3_v9,img2621.png,286.52741117488864,48.81866778177866,243.38805090232722,79.32787314564337,210.25439776522686,101.6356792181466
labeled-data,df1s3_v9,img2668.png,270.83485615955465,43.06036182650722,275.5932602532611,80.33452722720756,238.31909485256077,69.89247379935179
labeled-data,df1s3_v9,img3098.png,42.97184548156589,164.79662986677022,52.37399332937137,120.30841809910527,54.437879442304265,82.92914738709814
labeled-data,df1s3_v9,img3285.png,62.71652277682648,289.6572329108626,78.45046937850637,261.9986109900148,64.37272768226647,225.23086208924707
labeled-data,df1s3_v9,img3314.png,50.764038742168175,290.8143946132087,77.78088126215798,277.6523431291111,78.47362081395258,234.56394300748636
labeled-data,df1s3_v9,img3462.png,71.66606565533134,132.9783219255325,80.8452628427891,183.25528833865354,76.67290048485374,222.8927307390394
